label_id	anchor_x	anchor_y	anchor_z	cells	trace_id	cell_type	nucleus_id
72	181.40692998887408	202.3938538028981	0.8539030981556455	0	0	None	0
73	182.8980186483209	202.4653682005928	1.5481239017526596	0	0	None	0
74	183.40386400534808	153.33254130455543	3.0987608633368366	0	0	None	0
75	184.01636760499767	152.72966731898242	3.093664383561644	0	0	None	0
76	177.69058423038675	154.15497102445957	5.9058984200140765	0	0	None	0
77	184.98824762096407	156.51213791577464	6.76097568073904	1	0	None	433
78	191.2593625394867	150.95596845694686	6.458205779672875	1	0	None	434
79	200.67130577316726	145.87379726963508	3.0491625367460413	0	0	None	0
80	226.8194075489188	161.7092088278969	42.40917822709551	1	0	None	3056
81	208.09578955725982	150.71724196033688	12.3012321700229	0	0	None	0
82	208.76751578733524	152.10479482692858	4.7107584341263244	0	0	None	0
83	201.85409040562303	157.06896035800062	10.85278461075541	1	0	None	509
84	207.0107166049657	161.62161690397966	9.25167028069342	1	0	None	513
85	204.9986020734582	151.8843370192546	8.456552864880019	1	0	None	511
86	212.94298622608937	147.97188797689086	2.381132120336772	0	0	None	0
